clip_stem,vid,match,set_id,rally,ball_round,raw_type_en,player_side,split_v2,split_bst_baseline,aroundhead,backhand,frame_num,shuttle_start_f,shuttle_end_f,clip_start_frame,clip_end_frame
33_2_36_1,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,36,1,unknown,Top,,train,,,86085,86070,86110,86025,86318
33_2_36_2,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,36,2,net_shot,Bottom,val,train,0.0,0.0,86103,86085,86132,86025,86318
33_2_36_3,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,36,3,lob,Top,val,train,0.0,0.0,86125,86103,86167,86025,86318
33_2_36_4,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,36,4,drive,Bottom,val,train,0.0,0.0,86160,86125,86182,86025,86318
33_2_36_5,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,36,5,return_net,Top,val,train,0.0,1.0,86175,86160,86199,86025,86318
33_2_36_6,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,36,6,net_shot,Bottom,val,train,0.0,0.0,86192,86175,86218,86025,86318
33_2_36_7,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,36,7,push,Top,val,train,0.0,1.0,86211,86192,86235,86025,86318
33_2_36_8,33,Viktor_Axelsen_Liew_Daren_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,36,8,clear,Bottom,val,train,0.0,1.0,86228,86211,86243,86025,86318
34_1_1_1,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,1,1,long_service,Bottom,val,train,0.0,0.0,12512,12497,12564,12452,12918
34_1_1_2,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,1,2,smash,Top,val,train,0.0,0.0,12575,12530,12598,12452,12918
34_1_1_3,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,1,3,return_net,Bottom,val,train,0.0,1.0,12591,12575,12624,12452,12918
34_1_1_4,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,1,4,cross_court_net_shot,Top,val,train,0.0,0.0,12617,12591,12650,12452,12918
34_1_1_5,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,1,5,push,Bottom,val,train,0.0,0.0,12643,12617,12675,12452,12918
34_1_1_6,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,1,6,clear,Top,val,train,1.0,0.0,12668,12643,12704,12452,12918
34_1_1_7,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,1,7,clear,Bottom,val,train,1.0,0.0,12697,12668,12740,12452,12918
34_1_1_8,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,1,8,passive_drop,Top,val,train,0.0,0.0,12733,12697,12762,12452,12918
34_1_1_9,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,1,9,cross_court_net_shot,Bottom,val,train,0.0,0.0,12755,12733,12791,12452,12918
34_1_1_10,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,1,10,lob,Top,val,train,0.0,0.0,12784,12755,12835,12452,12918
34_1_1_11,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,1,11,drop,Bottom,val,train,0.0,0.0,12828,12784,12843,12452,12918
34_1_2_1,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,2,1,unknown,Bottom,,train,,,13291,13276,13343,13231,13630
34_1_2_2,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,2,2,drop,Top,val,train,0.0,0.0,13367,13322,13393,13231,13630
34_1_2_3,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,2,3,net_shot,Bottom,val,train,0.0,0.0,13386,13367,13420,13231,13630
34_1_2_4,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,2,4,net_shot,Top,val,train,0.0,1.0,13413,13386,13448,13231,13630
34_1_2_5,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,2,5,lob,Bottom,val,train,0.0,0.0,13441,13413,13485,13231,13630
34_1_2_6,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,2,6,clear,Top,val,train,0.0,0.0,13478,13441,13511,13231,13630
34_1_2_7,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,2,7,clear,Bottom,val,train,1.0,0.0,13504,13478,13536,13231,13630
34_1_2_8,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,2,8,smash,Top,val,train,1.0,0.0,13529,13504,13547,13231,13630
34_1_2_9,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,2,9,return_net,Bottom,val,train,0.0,0.0,13540,13529,13555,13231,13630
34_1_3_1,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,3,1,unknown,Top,,train,,,14173,14158,14225,14113,14592
34_1_3_2,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,3,2,drop,Bottom,val,train,0.0,0.0,14236,14191,14269,14113,14592
34_1_3_3,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,3,3,cross_court_net_shot,Top,val,train,0.0,1.0,14262,14236,14298,14113,14592
34_1_3_4,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,3,4,lob,Bottom,val,train,0.0,1.0,14291,14262,14340,14113,14592
34_1_3_5,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,3,5,clear,Top,val,train,0.0,0.0,14333,14291,14368,14113,14592
34_1_3_6,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,3,6,clear,Bottom,val,train,1.0,0.0,14361,14333,14401,14113,14592
34_1_3_7,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,3,7,passive_drop,Top,val,train,0.0,0.0,14394,14361,14426,14113,14592
34_1_3_8,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,3,8,lob,Bottom,val,train,0.0,0.0,14419,14394,14454,14113,14592
34_1_3_9,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,3,9,drop,Top,val,train,1.0,0.0,14447,14419,14480,14113,14592
34_1_3_10,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,3,10,cross_court_net_shot,Bottom,val,train,0.0,0.0,14473,14447,14509,14113,14592
34_1_3_11,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,3,11,net_shot,Top,val,train,0.0,0.0,14502,14473,14517,14113,14592
34_1_4_1,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,4,1,unknown,Bottom,,train,,,15086,15071,15138,15026,15434
34_1_4_2,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,4,2,smash,Top,val,train,0.0,0.0,15170,15125,15191,15026,15434
34_1_4_3,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,4,3,return_net,Bottom,val,train,0.0,1.0,15184,15170,15221,15026,15434
34_1_4_4,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,4,4,lob,Top,val,train,0.0,0.0,15214,15184,15248,15026,15434
34_1_4_5,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,4,5,clear,Bottom,val,train,1.0,0.0,15241,15214,15283,15026,15434
34_1_4_6,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,4,6,clear,Top,val,train,0.0,0.0,15276,15241,15309,15026,15434
34_1_4_7,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,4,7,wrist_smash,Bottom,val,train,1.0,0.0,15302,15276,15325,15026,15434
34_1_4_8,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,4,8,return_net,Top,val,train,0.0,0.0,15318,15302,15351,15026,15434
34_1_4_9,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,4,9,net_shot,Bottom,val,train,0.0,0.0,15344,15318,15359,15026,15434
34_1_5_1,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,5,1,unknown,Bottom,,train,,,15945,15930,15997,15885,16272
34_1_5_2,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,5,2,drop,Top,val,train,0.0,0.0,16016,15971,16046,15885,16272
34_1_5_3,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,5,3,lob,Bottom,val,train,0.0,1.0,16039,16016,16079,15885,16272
34_1_5_4,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,5,4,clear,Top,val,train,0.0,0.0,16072,16039,16106,15885,16272
34_1_5_5,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,5,5,drop,Bottom,val,train,0.0,0.0,16099,16072,16129,15885,16272
34_1_5_6,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,5,6,net_shot,Top,val,train,0.0,1.0,16122,16099,16159,15885,16272
34_1_5_7,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,5,7,lob,Bottom,val,train,0.0,0.0,16152,16122,16189,15885,16272
34_1_5_8,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,5,8,clear,Top,val,train,1.0,0.0,16182,16152,16197,15885,16272
34_1_6_1,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,6,1,unknown,Bottom,,train,,,16728,16713,16780,16668,16953
34_1_6_2,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,6,2,drop,Top,val,train,0.0,0.0,16787,16742,16814,16668,16953
34_1_6_3,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,6,3,net_shot,Bottom,val,train,0.0,0.0,16807,16787,16848,16668,16953
34_1_6_4,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,6,4,push,Top,val,train,0.0,1.0,16841,16807,16870,16668,16953
34_1_6_5,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,6,5,clear,Bottom,val,train,0.0,0.0,16863,16841,16878,16668,16953
34_1_7_1,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,7,1,unknown,Top,,train,,,17450,17435,17466,17390,17998
34_1_7_2,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,7,2,push,Bottom,val,train,0.0,0.0,17459,17450,17496,17390,17998
34_1_7_3,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,7,3,clear,Top,val,train,0.0,0.0,17489,17459,17530,17390,17998
34_1_7_4,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,7,4,back_court_drive,Bottom,val,train,0.0,0.0,17523,17489,17546,17390,17998
34_1_7_5,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,7,5,return_net,Top,val,train,0.0,1.0,17539,17523,17571,17390,17998
34_1_7_6,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,7,6,lob,Bottom,val,train,0.0,1.0,17564,17539,17607,17390,17998
34_1_7_7,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,7,7,smash,Top,val,train,1.0,0.0,17600,17564,17624,17390,17998
34_1_7_8,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,7,8,return_net,Bottom,val,train,0.0,0.0,17617,17600,17654,17390,17998
34_1_7_9,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,7,9,lob,Top,val,train,0.0,1.0,17647,17617,17693,17390,17998
34_1_7_10,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,7,10,drop,Bottom,val,train,0.0,0.0,17686,17647,17722,17390,17998
34_1_7_11,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,7,11,cross_court_net_shot,Top,val,train,0.0,1.0,17715,17686,17749,17390,17998
34_1_7_12,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,7,12,net_shot,Bottom,val,train,0.0,1.0,17742,17715,17778,17390,17998
34_1_7_13,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,7,13,lob,Top,val,train,0.0,0.0,17771,17742,17823,17390,17998
34_1_7_14,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,7,14,wrist_smash,Bottom,val,train,1.0,0.0,17833,17788,17858,17390,17998
34_1_7_15,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,7,15,return_net,Top,val,train,0.0,1.0,17851,17833,17886,17390,17998
34_1_7_16,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,7,16,rush,Bottom,val,train,0.0,0.0,17879,17851,17902,17390,17998
34_1_7_17,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,7,17,return_net,Top,val,train,0.0,0.0,17895,17879,17915,17390,17998
34_1_7_18,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,7,18,net_shot,Bottom,val,train,0.0,1.0,17908,17895,17923,17390,17998
34_1_8_1,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,8,1,unknown,Top,,train,,,19006,18991,19037,18946,19379
34_1_8_2,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,8,2,net_shot,Bottom,val,train,0.0,1.0,19030,19006,19065,18946,19379
34_1_8_3,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,8,3,net_shot,Top,val,train,0.0,1.0,19058,19030,19091,18946,19379
34_1_8_4,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,8,4,push,Bottom,val,train,0.0,0.0,19084,19058,19127,18946,19379
34_1_8_5,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,8,5,clear,Top,val,train,0.0,0.0,19120,19084,19154,18946,19379
34_1_8_6,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,8,6,clear,Bottom,val,train,1.0,0.0,19147,19120,19184,18946,19379
34_1_8_7,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,8,7,clear,Top,val,train,0.0,0.0,19177,19147,19211,18946,19379
34_1_8_8,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,8,8,clear,Bottom,val,train,0.0,1.0,19204,19177,19256,18946,19379
34_1_8_9,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,8,9,smash,Top,val,train,0.0,0.0,19251,19206,19270,18946,19379
34_1_8_10,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,8,10,return_net,Bottom,val,train,0.0,1.0,19263,19251,19296,18946,19379
34_1_8_11,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,8,11,lob,Top,val,train,0.0,0.0,19289,19263,19304,18946,19379
34_1_9_1,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,9,1,long_service,Bottom,val,train,0.0,0.0,20194,20179,20246,20134,20812
34_1_9_2,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,9,2,drop,Top,val,train,0.0,0.0,20260,20215,20291,20134,20812
34_1_9_3,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,9,3,net_shot,Bottom,val,train,0.0,0.0,20284,20260,20322,20134,20812
34_1_9_4,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,9,4,lob,Top,val,train,0.0,1.0,20315,20284,20365,20134,20812
34_1_9_5,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,9,5,clear,Bottom,val,train,0.0,0.0,20358,20315,20392,20134,20812
34_1_9_6,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,9,6,drop,Top,val,train,1.0,0.0,20385,20358,20413,20134,20812
34_1_9_7,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,9,7,net_shot,Bottom,val,train,0.0,1.0,20406,20385,20444,20134,20812
34_1_9_8,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,9,8,cross_court_net_shot,Top,val,train,0.0,0.0,20437,20406,20471,20134,20812
34_1_9_9,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,9,9,lob,Bottom,val,train,0.0,0.0,20464,20437,20512,20134,20812
34_1_9_10,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,9,10,back_court_drive,Top,val,train,0.0,0.0,20505,20464,20524,20134,20812
34_1_9_11,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,9,11,return_net,Bottom,val,train,0.0,1.0,20517,20505,20551,20134,20812
34_1_9_12,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,9,12,net_shot,Top,val,train,0.0,0.0,20544,20517,20580,20134,20812
34_1_9_13,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,9,13,lob,Bottom,val,train,0.0,1.0,20573,20544,20625,20134,20812
34_1_9_14,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,9,14,clear,Top,val,train,1.0,0.0,20619,20574,20667,20134,20812
34_1_9_15,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,9,15,passive_drop,Bottom,val,train,0.0,0.0,20660,20619,20695,20134,20812
34_1_9_16,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,9,16,lob,Top,val,train,0.0,1.0,20688,20660,20729,20134,20812
34_1_9_17,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,9,17,clear,Bottom,val,train,0.0,0.0,20722,20688,20737,20134,20812
34_1_10_1,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,10,1,unknown,Bottom,,train,,,21482,21467,21534,21422,21820
34_1_10_2,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,10,2,clear,Top,val,train,0.0,0.0,21552,21507,21587,21422,21820
34_1_10_3,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,10,3,wrist_smash,Bottom,val,train,1.0,0.0,21580,21552,21602,21422,21820
34_1_10_4,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,10,4,return_net,Top,val,train,0.0,0.0,21595,21580,21630,21422,21820
34_1_10_5,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,10,5,push,Bottom,val,train,0.0,0.0,21623,21595,21659,21422,21820
34_1_10_6,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,10,6,clear,Top,val,train,0.0,1.0,21652,21623,21688,21422,21820
34_1_10_7,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,10,7,smash,Bottom,val,train,1.0,0.0,21681,21652,21707,21422,21820
34_1_10_8,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,10,8,return_net,Top,val,train,0.0,0.0,21700,21681,21737,21422,21820
34_1_10_9,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,10,9,cross_court_net_shot,Bottom,val,train,0.0,1.0,21730,21700,21745,21422,21820
34_1_11_1,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,11,1,unknown,Top,,train,,,22451,22436,22484,22391,22633
34_1_11_2,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,11,2,push,Bottom,val,train,0.0,0.0,22477,22451,22496,22391,22633
34_1_11_3,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,11,3,return_net,Top,val,train,0.0,1.0,22489,22477,22510,22391,22633
34_1_11_4,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,11,4,smash,Bottom,val,train,0.0,0.0,22503,22489,22525,22391,22633
34_1_11_5,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,11,5,return_net,Top,val,train,0.0,0.0,22518,22503,22550,22391,22633
34_1_11_6,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,11,6,rush,Bottom,val,train,0.0,0.0,22543,22518,22558,22391,22633
34_1_12_1,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,12,1,unknown,Top,,train,,,23775,23760,23815,23715,24091
34_1_12_2,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,12,2,net_shot,Bottom,val,train,0.0,0.0,23808,23775,23839,23715,24091
34_1_12_3,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,12,3,net_shot,Top,val,train,0.0,0.0,23832,23808,23863,23715,24091
34_1_12_4,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,12,4,lob,Bottom,val,train,0.0,1.0,23856,23832,23908,23715,24091
34_1_12_5,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,12,5,clear,Top,val,train,0.0,1.0,23903,23858,23946,23715,24091
34_1_12_6,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,12,6,clear,Bottom,val,train,1.0,0.0,23939,23903,23973,23715,24091
34_1_12_7,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,12,7,back_court_drive,Top,val,train,0.0,0.0,23966,23939,23986,23715,24091
34_1_12_8,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,12,8,return_net,Bottom,val,train,0.0,1.0,23979,23966,24008,23715,24091
34_1_12_9,34,Ratchanok_Intanon_Pusarla_V._Sindhu_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1,12,9,cross_court_net_shot,Top,val,train,0.0,1.0,24001,23979,24016,23715,24091
